GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
o1libraryApp,projecteval.libraryApp,Main,116,58,13,2,37,20,14,2,4,2
o1libraryApp,projecteval.libraryApp,Book,0,75,0,0,0,30,0,15,0,15
o1libraryApp,projecteval.libraryApp,BookRepository,10,375,8,30,3,62,8,20,0,9
o1libraryApp,projecteval.libraryApp,LibraryApp,0,47,0,2,0,14,0,9,0,8
