GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
o1idcenter,projecteval.idcenter,IdWorker,84,148,4,14,19,31,8,15,5,9
o1idcenter,projecteval.idcenter,Main,10,119,0,10,5,29,1,6,1,1
o1idcenter,projecteval.idcenter,SidWorker,20,44,3,3,7,10,4,4,2,3
o1idcenter,projecteval.idcenter,Base62,9,131,1,15,2,28,2,11,1,4
